2020-05-17 00:52:52.361 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-05-17 00:52:52.578 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Fetching config from server at : http://localhost:8760/
2020-05-17 00:53:00.334 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Located environment: name=user-services, profiles=[dev], label=master, version=c6bc11881cddf6bee183d10d7c474644686c0e80, state=null
2020-05-17 00:53:00.335 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: OriginTrackedCompositePropertySource {name='configService', propertySources=[MapPropertySource {name='configClient'}, OriginTrackedMapPropertySource {name='https://github.com/zswfly/declare_config_repo/user-services-dev.yml'}]}
2020-05-17 01:20:52.106 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-05-17 01:20:52.225 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Fetching config from server at : http://localhost:8760/
2020-05-17 01:20:56.448 [main] INFO  com.zsw.UserServicesApplication - No active profile set, falling back to default profiles: default
2020-05-17 01:20:57.771 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2020-05-17 01:20:57.795 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 13ms. Found 0 JPA repository interfaces.
2020-05-17 01:20:58.227 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=3fb65122-ad84-33dd-bf34-7cc5a3f20cab
2020-05-17 01:20:58.686 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-05-17 01:20:59.024 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-05-17 01:20:59.033 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-05-17 01:20:59.034 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-17 01:20:59.034 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.31]
2020-05-17 01:20:59.168 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-17 01:20:59.169 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2696 ms
2020-05-17 01:20:59.301 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-05-17 01:20:59.313 [main] INFO  com.netflix.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@3120495d
2020-05-17 01:20:59.447 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2020-05-17 01:20:59.499 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2020-05-17 01:21:35.998 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-05-17 01:21:36.211 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Fetching config from server at : http://localhost:8760/
2020-05-17 01:21:55.803 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Located environment: name=user-services, profiles=[dev], label=master, version=40c9202dcc22facfca00202adc2da60b1908cd1d, state=null
2020-05-17 01:21:55.804 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: OriginTrackedCompositePropertySource {name='configService', propertySources=[MapPropertySource {name='configClient'}, OriginTrackedMapPropertySource {name='https://github.com/zswfly/declare_config_repo/user-services-dev.yml'}]}
2020-05-17 01:23:07.396 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-05-17 01:23:07.634 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Fetching config from server at : http://localhost:8760/
2020-05-17 01:23:28.887 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Located environment: name=user-services, profiles=[dev], label=master, version=ecf7f6c212430571a16ed214508786edef6c00c1, state=null
2020-05-17 01:23:28.888 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: OriginTrackedCompositePropertySource {name='configService', propertySources=[MapPropertySource {name='configClient'}, OriginTrackedMapPropertySource {name='https://github.com/zswfly/declare_config/declare_config_repo/user-services-dev.yml'}]}
2020-05-17 15:41:18.930 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-05-17 15:41:19.126 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Fetching config from server at : http://localhost:8760/
2020-05-17 15:41:22.888 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Located environment: name=user-services, profiles=[dev], label=master, version=bb8de2ae01840c6751503e5c5d469a943d6e2c27, state=null
2020-05-17 15:41:22.889 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: OriginTrackedCompositePropertySource {name='configService', propertySources=[MapPropertySource {name='configClient'}, OriginTrackedMapPropertySource {name='https://github.com/zswfly/declare_config/declare_config_repo/user-services-dev.yml'}]}
